epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,39.2983,0.75433,1.41269,0.90019,0.69934,0.71429,0.77608,0.60692,0.79213,1.09447,0.93138,0.00332308,0.00332308,0.00332308
2,74.2529,0.67325,0.63365,0.87864,0.72813,0.6861,0.79973,0.64953,0.74748,1.2008,0.93163,0.00664982,0.00664982,0.00664982
3,109.027,0.72456,0.63973,0.90431,0.84516,0.77974,0.84037,0.63599,0.84343,1.02905,0.99395,0.00996996,0.00996996,0.00996996
4,143.367,0.7055,0.59844,0.91672,0.75678,0.70464,0.73752,0.56167,0.89274,1.2311,1.02521,0.0099703,0.0099703,0.0099703
5,177.665,0.6656,0.51061,0.9115,0.79906,0.7396,0.81632,0.64438,0.74189,1.12887,0.96911,0.0099604,0.0099604,0.0099604
6,211.95,0.62581,0.46681,0.89876,0.80721,0.84629,0.88485,0.71874,0.70931,0.806,0.94393,0.0099505,0.0099505,0.0099505
7,246.322,0.61124,0.4372,0.89325,0.81607,0.90416,0.88923,0.73681,0.67676,0.73921,0.92495,0.0099406,0.0099406,0.0099406
8,280.599,0.58188,0.42003,0.87864,0.84504,0.90725,0.93014,0.76565,0.67787,0.62211,0.93611,0.0099307,0.0099307,0.0099307
9,314.771,0.57096,0.40237,0.87927,0.78188,0.79807,0.83046,0.67653,0.68595,0.83449,0.93556,0.0099208,0.0099208,0.0099208
10,349.248,0.55175,0.38757,0.87038,0.79989,0.88669,0.83502,0.67621,0.66375,0.68536,0.93103,0.0099109,0.0099109,0.0099109
11,383.42,0.53631,0.37477,0.8652,0.89347,0.87281,0.9489,0.78608,0.6661,0.60396,0.92066,0.009901,0.009901,0.009901
12,417.757,0.52796,0.36243,0.85802,0.72689,0.79734,0.80429,0.67089,0.6986,1.0501,0.9282,0.0098911,0.0098911,0.0098911
13,452.119,0.5207,0.36361,0.85892,0.83108,0.82399,0.90059,0.75704,0.65109,0.68919,0.91889,0.0098812,0.0098812,0.0098812
14,486.689,0.51491,0.34882,0.85683,0.88838,0.89331,0.93971,0.80913,0.58938,0.59535,0.90347,0.0098713,0.0098713,0.0098713
15,521.164,0.50788,0.35276,0.85884,0.86291,0.87402,0.93441,0.7966,0.63223,0.58289,0.91078,0.0098614,0.0098614,0.0098614
16,555.387,0.49837,0.3434,0.85032,0.8211,0.86317,0.90519,0.76407,0.62663,0.67299,0.9145,0.0098515,0.0098515,0.0098515
17,589.845,0.48856,0.33695,0.84781,0.80854,0.83906,0.9011,0.74242,0.63591,0.72381,0.92406,0.0098416,0.0098416,0.0098416
18,624.208,0.48585,0.32835,0.84867,0.75474,0.76492,0.83908,0.71341,0.6455,0.86649,0.92909,0.0098317,0.0098317,0.0098317
19,658.436,0.48397,0.33297,0.84806,0.83061,0.84629,0.90339,0.78037,0.57318,0.67041,0.89272,0.0098218,0.0098218,0.0098218
20,692.772,0.47815,0.32227,0.84633,0.8733,0.86421,0.94693,0.82156,0.59012,0.57538,0.8975,0.0098119,0.0098119,0.0098119
21,727.059,0.47383,0.31842,0.84486,0.81546,0.87824,0.88231,0.75827,0.59217,0.73087,0.89724,0.009802,0.009802,0.009802
22,761.239,0.47125,0.32571,0.84355,0.90942,0.89632,0.95612,0.82188,0.58717,0.57083,0.897,0.0097921,0.0097921,0.0097921
23,795.639,0.46323,0.31122,0.83945,0.85729,0.84931,0.91735,0.78521,0.61061,0.81725,0.91702,0.0097822,0.0097822,0.0097822
24,829.947,0.46567,0.31375,0.84087,0.83979,0.8692,0.89212,0.74345,0.60224,0.67073,0.90442,0.0097723,0.0097723,0.0097723
25,864.26,0.45881,0.3058,0.83885,0.82348,0.85232,0.88558,0.72853,0.64793,0.73752,0.92333,0.0097624,0.0097624,0.0097624
26,898.497,0.45624,0.30595,0.83732,0.81383,0.84268,0.90725,0.7776,0.60038,0.74754,0.89538,0.0097525,0.0097525,0.0097525
27,932.911,0.45253,0.30459,0.84097,0.87892,0.89258,0.94886,0.80439,0.59351,0.57516,0.89431,0.0097426,0.0097426,0.0097426
28,967.207,0.45088,0.29283,0.83499,0.81853,0.84013,0.907,0.78668,0.58277,0.74519,0.89486,0.0097327,0.0097327,0.0097327
29,1001.51,0.44627,0.29125,0.83297,0.82587,0.89873,0.93823,0.82411,0.52068,0.59096,0.87834,0.0097228,0.0097228,0.0097228
30,1036.03,0.44052,0.29107,0.83309,0.8494,0.91983,0.94357,0.77095,0.62401,0.59958,0.90851,0.0097129,0.0097129,0.0097129
31,1070.13,0.44157,0.29081,0.83262,0.82967,0.8698,0.92205,0.79402,0.59308,0.71775,0.89314,0.009703,0.009703,0.009703
32,1104.35,0.43856,0.28802,0.83344,0.75239,0.86799,0.85935,0.73272,0.5695,0.80219,0.89112,0.0096931,0.0096931,0.0096931
33,1138.43,0.43821,0.28559,0.83048,0.83069,0.87246,0.91424,0.77704,0.58321,0.73665,0.90408,0.0096832,0.0096832,0.0096832
