filename,path,pred,conf,second,second_conf,status
002651.jpg,002651.jpg,swd,0.9994,mayswd,0.0004,unknown_class
000280.jpg,000280.jpg,swd,0.9994,mayswd,0.0005,unknown_class
007945.jpg,007945.jpg,swd,0.9994,others,0.0004,unknown_class
002480.jpg,002480.jpg,others,0.9994,swd,0.0006,unknown_class
008069.jpg,008069.jpg,swd,0.9994,others,0.0005,unknown_class
006005.jpg,006005.jpg,swd,0.9994,mayswd,0.0004,unknown_class
000934.jpg,000934.jpg,swd,0.9994,mayswd,0.0004,unknown_class
000733.jpg,000733.jpg,swd,0.9994,mayswd,0.0004,unknown_class
003799.jpg,003799.jpg,swd,0.9994,others,0.0005,unknown_class
002139.jpg,002139.jpg,swd,0.9994,mayswd,0.0006,unknown_class
001764.jpg,001764.jpg,swd,0.9994,mayswd,0.0006,unknown_class
000685.jpg,000685.jpg,swd,0.9994,mayswd,0.0005,unknown_class
005194.jpg,005194.jpg,others,0.9994,swd,0.0005,unknown_class
007053.jpg,007053.jpg,others,0.9994,swd,0.0003,unknown_class
001725.jpg,001725.jpg,swd,0.9994,mayswd,0.0004,unknown_class
000735.jpg,000735.jpg,swd,0.9994,mayswd,0.0006,unknown_class
004490.jpg,004490.jpg,others,0.9994,swd,0.0005,unknown_class
001200.jpg,001200.jpg,swd,0.9994,mayswd,0.0006,unknown_class
005659.jpg,005659.jpg,swd,0.9994,others,0.0004,unknown_class
000634.jpg,000634.jpg,swd,0.9994,mayswd,0.0004,unknown_class
001609.jpg,001609.jpg,swd,0.9994,mayswd,0.0006,unknown_class
002061.jpg,002061.jpg,swd,0.9994,others,0.0006,unknown_class
007746.jpg,007746.jpg,swd,0.9993,mayswd,0.0004,unknown_class
008211.jpg,008211.jpg,swd,0.9993,others,0.0006,unknown_class
002562.jpg,002562.jpg,swd,0.9993,mayswd,0.0005,unknown_class
005929.jpg,005929.jpg,others,0.9993,mayswd,0.0006,unknown_class
005449.jpg,005449.jpg,others,0.9993,swd,0.0007,unknown_class
008273.jpg,008273.jpg,swd,0.9993,others,0.0005,unknown_class
007941.jpg,007941.jpg,others,0.9993,swd,0.0005,unknown_class
001881.jpg,001881.jpg,swd,0.9993,others,0.0006,unknown_class
002656.jpg,002656.jpg,swd,0.9993,mayswd,0.0004,unknown_class
004142.jpg,004142.jpg,swd,0.9993,others,0.0005,unknown_class
000583.jpg,000583.jpg,swd,0.9993,mayswd,0.0006,unknown_class
002163.jpg,002163.jpg,swd,0.9993,mayswd,0.0005,unknown_class
004254.jpg,004254.jpg,swd,0.9993,others,0.0006,unknown_class
002220.jpg,002220.jpg,others,0.9993,swd,0.0007,unknown_class
001016.jpg,001016.jpg,swd,0.9993,others,0.0005,unknown_class
002768.jpg,002768.jpg,others,0.9993,swd,0.0007,unknown_class
007082.jpg,007082.jpg,swd,0.9993,others,0.0005,unknown_class
006535.jpg,006535.jpg,swd,0.9993,others,0.0005,unknown_class
003707.jpg,003707.jpg,swd,0.9993,others,0.0005,unknown_class
004879.jpg,004879.jpg,swd,0.9993,others,0.0004,unknown_class
007233.jpg,007233.jpg,others,0.9993,swd,0.0006,unknown_class
000411.jpg,000411.jpg,swd,0.9993,others,0.0004,unknown_class
000524.jpg,000524.jpg,swd,0.9993,mayswd,0.0005,unknown_class
003461.jpg,003461.jpg,others,0.9993,mayswd,0.0003,unknown_class
002781.jpg,002781.jpg,others,0.9993,mayswd,0.0005,unknown_class
002649.jpg,002649.jpg,swd,0.9993,mayswd,0.0005,unknown_class
001589.jpg,001589.jpg,swd,0.9993,mayswd,0.0003,unknown_class
003474.jpg,003474.jpg,swd,0.9993,others,0.0005,unknown_class
003961.jpg,003961.jpg,others,0.9993,swd,0.0005,unknown_class
007490.jpg,007490.jpg,swd,0.9993,others,0.0005,unknown_class
001578.jpg,001578.jpg,swd,0.9993,mayswd,0.0005,unknown_class
006832.jpg,006832.jpg,others,0.9993,swd,0.0006,unknown_class
005894.jpg,005894.jpg,others,0.9993,swd,0.0005,unknown_class
002200.jpg,002200.jpg,swd,0.9993,others,0.0004,unknown_class
002036.jpg,002036.jpg,swd,0.9993,others,0.0005,unknown_class
001496.jpg,001496.jpg,swd,0.9993,mayswd,0.0006,unknown_class
006665.jpg,006665.jpg,others,0.9993,swd,0.0007,unknown_class
008278.jpg,008278.jpg,swd,0.9993,others,0.0005,unknown_class
004158.jpg,004158.jpg,others,0.9993,swd,0.0007,unknown_class
005974.jpg,005974.jpg,swd,0.9993,others,0.0006,unknown_class
004493.jpg,004493.jpg,others,0.9993,swd,0.0004,unknown_class
001005.jpg,001005.jpg,others,0.9993,mayswd,0.0004,unknown_class
007288.jpg,007288.jpg,others,0.9993,mayswd,0.0006,unknown_class
005780.jpg,005780.jpg,swd,0.9993,mayswd,0.0004,unknown_class
001941.jpg,001941.jpg,swd,0.9993,others,0.0006,unknown_class
001153.jpg,001153.jpg,swd,0.9993,mayswd,0.0004,unknown_class
000636.jpg,000636.jpg,swd,0.9993,others,0.0004,unknown_class
006932.jpg,006932.jpg,others,0.9993,mayswd,0.0004,unknown_class
004001.jpg,004001.jpg,swd,0.9993,others,0.0005,unknown_class
000891.jpg,000891.jpg,swd,0.9993,mayswd,0.0006,unknown_class
003426.jpg,003426.jpg,swd,0.9993,others,0.0005,unknown_class
004777.jpg,004777.jpg,others,0.9993,swd,0.0006,unknown_class
005264.jpg,005264.jpg,others,0.9993,swd,0.0005,unknown_class
006268.jpg,006268.jpg,others,0.9993,swd,0.0006,unknown_class
005489.jpg,005489.jpg,others,0.9993,swd,0.0007,unknown_class
002259.jpg,002259.jpg,others,0.9993,swd,0.0004,unknown_class
002906.jpg,002906.jpg,swd,0.9993,others,0.0006,unknown_class
004665.jpg,004665.jpg,others,0.9993,swd,0.0006,unknown_class
001940.jpg,001940.jpg,swd,0.9993,others,0.0005,unknown_class
005914.jpg,005914.jpg,others,0.9993,swd,0.0006,unknown_class
002026.jpg,002026.jpg,swd,0.9993,mayswd,0.0006,unknown_class
005636.jpg,005636.jpg,others,0.9993,swd,0.0006,unknown_class
001353.jpg,001353.jpg,swd,0.9993,mayswd,0.0006,unknown_class
000833.jpg,000833.jpg,swd,0.9993,others,0.0004,unknown_class
000449.jpg,000449.jpg,swd,0.9993,mayswd,0.0007,unknown_class
003350.jpg,003350.jpg,others,0.9993,swd,0.0006,unknown_class
003117.jpg,003117.jpg,swd,0.9993,others,0.0005,unknown_class
002671.jpg,002671.jpg,swd,0.9993,others,0.0005,unknown_class
006475.jpg,006475.jpg,swd,0.9993,mayswd,0.0004,unknown_class
000364.jpg,000364.jpg,swd,0.9993,others,0.0004,unknown_class
000951.jpg,000951.jpg,swd,0.9993,others,0.0006,unknown_class
001717.jpg,001717.jpg,swd,0.9993,others,0.0006,unknown_class
002402.jpg,002402.jpg,swd,0.9993,mayswd,0.0007,unknown_class
005642.jpg,005642.jpg,others,0.9993,swd,0.0007,unknown_class
002010.jpg,002010.jpg,swd,0.9993,mayswd,0.0005,unknown_class
002952.jpg,002952.jpg,swd,0.9993,mayswd,0.0004,unknown_class
006133.jpg,006133.jpg,others,0.9993,swd,0.0005,unknown_class
005046.jpg,005046.jpg,others,0.9993,swd,0.0005,unknown_class
006188.jpg,006188.jpg,swd,0.9993,others,0.0004,unknown_class
004332.jpg,004332.jpg,others,0.9993,swd,0.0005,unknown_class
003651.jpg,003651.jpg,swd,0.9993,mayswd,0.0004,unknown_class
007268.jpg,007268.jpg,others,0.9993,mayswd,0.0006,unknown_class
003356.jpg,003356.jpg,others,0.9993,swd,0.0007,unknown_class
001175.jpg,001175.jpg,swd,0.9993,others,0.0004,unknown_class
001123.jpg,001123.jpg,swd,0.9993,others,0.0004,unknown_class
003366.jpg,003366.jpg,others,0.9993,swd,0.0005,unknown_class
005773.jpg,005773.jpg,swd,0.9993,others,0.0004,unknown_class
006949.jpg,006949.jpg,others,0.9993,swd,0.0006,unknown_class
000452.jpg,000452.jpg,swd,0.9993,mayswd,0.0006,unknown_class
003185.jpg,003185.jpg,swd,0.9993,others,0.0004,unknown_class
002014.jpg,002014.jpg,swd,0.9993,mayswd,0.0006,unknown_class
000716.jpg,000716.jpg,swd,0.9993,mayswd,0.0004,unknown_class
006892.jpg,006892.jpg,others,0.9993,swd,0.0007,unknown_class
001301.jpg,001301.jpg,mayswd,0.9993,others,0.0004,unknown_class
000353.jpg,000353.jpg,swd,0.9993,mayswd,0.0005,unknown_class
007848.jpg,007848.jpg,swd,0.9993,others,0.0006,unknown_class
003154.jpg,003154.jpg,others,0.9993,swd,0.0007,unknown_class
005708.jpg,005708.jpg,others,0.9993,swd,0.0005,unknown_class
007317.jpg,007317.jpg,others,0.9993,swd,0.0006,unknown_class
006354.jpg,006354.jpg,swd,0.9993,others,0.0006,unknown_class
002777.jpg,002777.jpg,others,0.9993,swd,0.0007,unknown_class
005416.jpg,005416.jpg,others,0.9993,swd,0.0007,unknown_class
002396.jpg,002396.jpg,swd,0.9993,mayswd,0.0004,unknown_class
002474.jpg,002474.jpg,others,0.9993,swd,0.0007,unknown_class
000413.jpg,000413.jpg,swd,0.9993,others,0.0005,unknown_class
004970.jpg,004970.jpg,others,0.9993,swd,0.0005,unknown_class
008034.jpg,008034.jpg,others,0.9993,swd,0.0007,unknown_class
004305.jpg,004305.jpg,others,0.9993,swd,0.0006,unknown_class
001617.jpg,001617.jpg,swd,0.9993,others,0.0005,unknown_class
002965.jpg,002965.jpg,swd,0.9993,others,0.0004,unknown_class
002543.jpg,002543.jpg,swd,0.9993,mayswd,0.0005,unknown_class
003164.jpg,003164.jpg,others,0.9993,swd,0.0006,unknown_class
002665.jpg,002665.jpg,swd,0.9993,mayswd,0.0004,unknown_class
002366.jpg,002366.jpg,swd,0.9992,others,0.0006,unknown_class
003681.jpg,003681.jpg,others,0.9992,swd,0.0008,unknown_class
002579.jpg,002579.jpg,others,0.9992,swd,0.0007,unknown_class
007415.jpg,007415.jpg,others,0.9992,swd,0.0007,unknown_class
003134.jpg,003134.jpg,swd,0.9992,mayswd,0.0005,unknown_class
005356.jpg,005356.jpg,others,0.9992,swd,0.0007,unknown_class
000038.jpg,000038.jpg,others,0.9992,swd,0.0007,unknown_class
003311.jpg,003311.jpg,others,0.9992,swd,0.0007,unknown_class
005043.jpg,005043.jpg,others,0.9992,swd,0.0005,unknown_class
001605.jpg,001605.jpg,swd,0.9992,mayswd,0.0006,unknown_class
007985.jpg,007985.jpg,others,0.9992,mayswd,0.0005,unknown_class
000894.jpg,000894.jpg,mayswd,0.9992,others,0.0005,unknown_class
004076.jpg,004076.jpg,others,0.9992,swd,0.0008,unknown_class
005900.jpg,005900.jpg,others,0.9992,mayswd,0.0006,unknown_class
003244.jpg,003244.jpg,swd,0.9992,others,0.0004,unknown_class
000454.jpg,000454.jpg,swd,0.9992,others,0.0007,unknown_class
007590.jpg,007590.jpg,others,0.9992,swd,0.0006,unknown_class
001164.jpg,001164.jpg,swd,0.9992,others,0.0007,unknown_class
001121.jpg,001121.jpg,swd,0.9992,others,0.0006,unknown_class
000804.jpg,000804.jpg,swd,0.9992,mayswd,0.0007,unknown_class
007070.jpg,007070.jpg,others,0.9992,swd,0.0007,unknown_class
000288.jpg,000288.jpg,swd,0.9992,others,0.0005,unknown_class
003648.jpg,003648.jpg,swd,0.9992,others,0.0006,unknown_class
002099.jpg,002099.jpg,swd,0.9992,mayswd,0.0008,unknown_class
007957.jpg,007957.jpg,swd,0.9992,others,0.0006,unknown_class
003361.jpg,003361.jpg,others,0.9992,swd,0.0008,unknown_class
000983.jpg,000983.jpg,swd,0.9992,others,0.0008,unknown_class
006988.jpg,006988.jpg,others,0.9992,swd,0.0007,unknown_class
003239.jpg,003239.jpg,swd,0.9992,others,0.0006,unknown_class
006440.jpg,006440.jpg,others,0.9992,mayswd,0.0005,unknown_class
000352.jpg,000352.jpg,swd,0.9992,mayswd,0.0005,unknown_class
003609.jpg,003609.jpg,others,0.9992,swd,0.0008,unknown_class
007031.jpg,007031.jpg,others,0.9992,swd,0.0007,unknown_class
002072.jpg,002072.jpg,swd,0.9992,mayswd,0.0004,unknown_class
002293.jpg,002293.jpg,swd,0.9992,others,0.0005,unknown_class
000003.jpg,000003.jpg,others,0.9992,swd,0.0005,unknown_class
001825.jpg,001825.jpg,swd,0.9992,mayswd,0.0005,unknown_class
005560.jpg,005560.jpg,swd,0.9992,mayswd,0.0005,unknown_class
003564.jpg,003564.jpg,others,0.9992,swd,0.0007,unknown_class
006865.jpg,006865.jpg,others,0.9992,swd,0.0005,unknown_class
002988.jpg,002988.jpg,swd,0.9992,others,0.0005,unknown_class
005948.jpg,005948.jpg,swd,0.9992,others,0.0005,unknown_class
007514.jpg,007514.jpg,others,0.9992,swd,0.0008,unknown_class
008124.jpg,008124.jpg,others,0.9992,swd,0.0007,unknown_class
003656.jpg,003656.jpg,swd,0.9992,mayswd,0.0007,unknown_class
000111.jpg,000111.jpg,swd,0.9992,others,0.0008,unknown_class
000052.jpg,000052.jpg,others,0.9992,swd,0.0006,unknown_class
001535.jpg,001535.jpg,swd,0.9992,others,0.0004,unknown_class
001103.jpg,001103.jpg,swd,0.9992,others,0.0005,unknown_class
007310.jpg,007310.jpg,others,0.9992,swd,0.0006,unknown_class
004470.jpg,004470.jpg,others,0.9992,swd,0.0007,unknown_class
000243.jpg,000243.jpg,swd,0.9992,mayswd,0.0005,unknown_class
003561.jpg,003561.jpg,swd,0.9992,others,0.0005,unknown_class
002261.jpg,002261.jpg,others,0.9992,swd,0.0006,unknown_class
008137.jpg,008137.jpg,others,0.9992,swd,0.0008,unknown_class
006950.jpg,006950.jpg,others,0.9992,swd,0.0008,unknown_class
002316.jpg,002316.jpg,others,0.9992,swd,0.0006,unknown_class
002068.jpg,002068.jpg,swd,0.9992,mayswd,0.0008,unknown_class
004630.jpg,004630.jpg,others,0.9992,swd,0.0006,unknown_class
001636.jpg,001636.jpg,swd,0.9992,others,0.0007,unknown_class
002719.jpg,002719.jpg,swd,0.9992,others,0.0004,unknown_class
001437.jpg,001437.jpg,swd,0.9992,mayswd,0.0008,unknown_class
000462.jpg,000462.jpg,swd,0.9992,mayswd,0.0007,unknown_class
004669.jpg,004669.jpg,others,0.9992,swd,0.0007,unknown_class
005231.jpg,005231.jpg,others,0.9992,swd,0.0006,unknown_class
006545.jpg,006545.jpg,others,0.9992,swd,0.0006,unknown_class
003075.jpg,003075.jpg,swd,0.9992,others,0.0006,unknown_class
007002.jpg,007002.jpg,others,0.9992,swd,0.0007,unknown_class
002509.jpg,002509.jpg,swd,0.9992,mayswd,0.0006,unknown_class
004219.jpg,004219.jpg,swd,0.9992,others,0.0007,unknown_class
001787.jpg,001787.jpg,swd,0.9992,others,0.0005,unknown_class
004943.jpg,004943.jpg,others,0.9992,swd,0.0008,unknown_class
008227.jpg,008227.jpg,others,0.9992,swd,0.0008,unknown_class
003913.jpg,003913.jpg,others,0.9992,swd,0.0007,unknown_class
005582.jpg,005582.jpg,others,0.9992,swd,0.0007,unknown_class
000943.jpg,000943.jpg,swd,0.9992,others,0.0006,unknown_class
002145.jpg,002145.jpg,swd,0.9992,others,0.0006,unknown_class
002959.jpg,002959.jpg,swd,0.9992,others,0.0006,unknown_class
004215.jpg,004215.jpg,swd,0.9992,others,0.0004,unknown_class
004495.jpg,004495.jpg,others,0.9992,swd,0.0008,unknown_class
002322.jpg,002322.jpg,swd,0.9992,mayswd,0.0008,unknown_class
000210.jpg,000210.jpg,swd,0.9992,mayswd,0.0005,unknown_class
003540.jpg,003540.jpg,others,0.9992,swd,0.0006,unknown_class
003778.jpg,003778.jpg,others,0.9992,swd,0.0007,unknown_class
006960.jpg,006960.jpg,others,0.9992,swd,0.0008,unknown_class
006377.jpg,006377.jpg,others,0.9992,swd,0.0007,unknown_class
007793.jpg,007793.jpg,swd,0.9992,others,0.0008,unknown_class
001434.jpg,001434.jpg,swd,0.9992,others,0.0005,unknown_class
006827.jpg,006827.jpg,others,0.9992,swd,0.0007,unknown_class
001166.jpg,001166.jpg,swd,0.9992,others,0.0007,unknown_class
000290.jpg,000290.jpg,swd,0.9992,others,0.0005,unknown_class
006582.jpg,006582.jpg,others,0.9992,swd,0.0007,unknown_class
006316.jpg,006316.jpg,swd,0.9992,others,0.0005,unknown_class
002587.jpg,002587.jpg,swd,0.9992,others,0.0006,unknown_class
001585.jpg,001585.jpg,swd,0.9992,others,0.0006,unknown_class
003188.jpg,003188.jpg,swd,0.9992,mayswd,0.0004,unknown_class
001479.jpg,001479.jpg,swd,0.9992,mayswd,0.0006,unknown_class
005799.jpg,005799.jpg,others,0.9992,mayswd,0.0007,unknown_class
004841.jpg,004841.jpg,others,0.9992,swd,0.0008,unknown_class
005246.jpg,005246.jpg,others,0.9992,swd,0.0006,unknown_class
001902.jpg,001902.jpg,swd,0.9992,mayswd,0.0005,unknown_class
007636.jpg,007636.jpg,others,0.9992,swd,0.0008,unknown_class
003266.jpg,003266.jpg,swd,0.9992,others,0.0007,unknown_class
004379.jpg,004379.jpg,swd,0.9992,others,0.0004,unknown_class
006816.jpg,006816.jpg,others,0.9992,mayswd,0.0005,unknown_class
004333.jpg,004333.jpg,swd,0.9992,others,0.0005,unknown_class
000526.jpg,000526.jpg,swd,0.9992,others,0.0006,unknown_class
002712.jpg,002712.jpg,others,0.9992,mayswd,0.0006,unknown_class
006514.jpg,006514.jpg,others,0.9991,swd,0.0008,unknown_class
008268.jpg,008268.jpg,others,0.9991,swd,0.0009,unknown_class
001776.jpg,001776.jpg,others,0.9991,swd,0.0007,unknown_class
008287.jpg,008287.jpg,others,0.9991,swd,0.0007,unknown_class
007065.jpg,007065.jpg,others,0.9991,mayswd,0.0005,unknown_class
006515.jpg,006515.jpg,others,0.9991,swd,0.0008,unknown_class
005951.jpg,005951.jpg,swd,0.9991,others,0.0006,unknown_class
000771.jpg,000771.jpg,swd,0.9991,mayswd,0.0005,unknown_class
008243.jpg,008243.jpg,swd,0.9991,others,0.0008,unknown_class
000860.jpg,000860.jpg,swd,0.9991,others,0.0007,unknown_class
002532.jpg,002532.jpg,swd,0.9991,others,0.0006,unknown_class
005230.jpg,005230.jpg,others,0.9991,swd,0.0009,unknown_class
001527.jpg,001527.jpg,swd,0.9991,others,0.0008,unknown_class
000698.jpg,000698.jpg,swd,0.9991,others,0.0007,unknown_class
002271.jpg,002271.jpg,swd,0.9991,others,0.0008,unknown_class
007272.jpg,007272.jpg,others,0.9991,swd,0.0008,unknown_class
001860.jpg,001860.jpg,swd,0.9991,mayswd,0.0006,unknown_class
000016.jpg,000016.jpg,others,0.9991,swd,0.0008,unknown_class
000025.jpg,000025.jpg,others,0.9991,swd,0.0009,unknown_class
000100.jpg,000100.jpg,swd,0.9991,others,0.0006,unknown_class
004853.jpg,004853.jpg,others,0.9991,swd,0.0007,unknown_class
001584.jpg,001584.jpg,swd,0.9991,others,0.0007,unknown_class
000150.jpg,000150.jpg,swd,0.9991,others,0.0004,unknown_class
002620.jpg,002620.jpg,swd,0.9991,others,0.0005,unknown_class
006049.jpg,006049.jpg,others,0.9991,swd,0.0008,unknown_class
007061.jpg,007061.jpg,others,0.9991,swd,0.0008,unknown_class
005054.jpg,005054.jpg,swd,0.9991,others,0.0006,unknown_class
001604.jpg,001604.jpg,swd,0.9991,mayswd,0.0005,unknown_class
002028.jpg,002028.jpg,swd,0.9991,mayswd,0.0008,unknown_class
005349.jpg,005349.jpg,others,0.9991,mayswd,0.0007,unknown_class
004704.jpg,004704.jpg,others,0.9991,swd,0.0008,unknown_class
000386.jpg,000386.jpg,swd,0.9991,mayswd,0.0007,unknown_class
007973.jpg,007973.jpg,swd,0.9991,others,0.0007,unknown_class
005877.jpg,005877.jpg,swd,0.9991,others,0.0007,unknown_class
007651.jpg,007651.jpg,others,0.9991,swd,0.0009,unknown_class
004526.jpg,004526.jpg,others,0.9991,swd,0.0007,unknown_class
001222.jpg,001222.jpg,others,0.9991,swd,0.0008,unknown_class
001744.jpg,001744.jpg,swd,0.9991,mayswd,0.0008,unknown_class
006291.jpg,006291.jpg,others,0.9991,swd,0.0008,unknown_class
001884.jpg,001884.jpg,swd,0.9991,mayswd,0.0009,unknown_class
006403.jpg,006403.jpg,others,0.9991,swd,0.0008,unknown_class
007394.jpg,007394.jpg,others,0.9991,swd,0.0007,unknown_class
001220.jpg,001220.jpg,swd,0.9991,mayswd,0.0005,unknown_class
006785.jpg,006785.jpg,others,0.9991,swd,0.0007,unknown_class
000649.jpg,000649.jpg,swd,0.9991,others,0.0005,unknown_class
001841.jpg,001841.jpg,swd,0.9991,others,0.0006,unknown_class
001897.jpg,001897.jpg,others,0.9991,mayswd,0.0005,unknown_class
000376.jpg,000376.jpg,swd,0.9991,others,0.0008,unknown_class
001904.jpg,001904.jpg,swd,0.9991,others,0.0009,unknown_class
005986.jpg,005986.jpg,others,0.9991,swd,0.0009,unknown_class
000230.jpg,000230.jpg,swd,0.9991,mayswd,0.0006,unknown_class
005910.jpg,005910.jpg,others,0.9991,swd,0.0006,unknown_class
007209.jpg,007209.jpg,others,0.9991,swd,0.0005,unknown_class
001158.jpg,001158.jpg,swd,0.9991,others,0.0007,unknown_class
004454.jpg,004454.jpg,others,0.9991,swd,0.0006,unknown_class
004557.jpg,004557.jpg,swd,0.9991,others,0.0005,unknown_class
005746.jpg,005746.jpg,swd,0.9991,others,0.0008,unknown_class
001309.jpg,001309.jpg,others,0.9991,swd,0.0005,unknown_class
002382.jpg,002382.jpg,swd,0.9991,mayswd,0.0005,unknown_class
003671.jpg,003671.jpg,others,0.9991,swd,0.0008,unknown_class
006669.jpg,006669.jpg,others,0.9991,swd,0.0009,unknown_class
003771.jpg,003771.jpg,swd,0.9991,mayswd,0.0004,unknown_class
002332.jpg,002332.jpg,swd,0.9991,mayswd,0.0005,unknown_class
006704.jpg,006704.jpg,others,0.9991,swd,0.0008,unknown_class
002920.jpg,002920.jpg,swd,0.9991,mayswd,0.0007,unknown_class
002576.jpg,002576.jpg,swd,0.9991,mayswd,0.0008,unknown_class
005345.jpg,005345.jpg,swd,0.9991,others,0.0007,unknown_class
005151.jpg,005151.jpg,swd,0.9991,mayswd,0.0005,unknown_class
005706.jpg,005706.jpg,others,0.9991,mayswd,0.0005,unknown_class
006489.jpg,006489.jpg,swd,0.9991,others,0.0005,unknown_class
001706.jpg,001706.jpg,swd,0.9991,mayswd,0.0008,unknown_class
005058.jpg,005058.jpg,swd,0.9991,others,0.0007,unknown_class
000570.jpg,000570.jpg,swd,0.9991,mayswd,0.0007,unknown_class
003484.jpg,003484.jpg,swd,0.9991,others,0.0005,unknown_class
004231.jpg,004231.jpg,others,0.9991,swd,0.0007,unknown_class
001372.jpg,001372.jpg,swd,0.9991,others,0.0006,unknown_class
008025.jpg,008025.jpg,others,0.9991,mayswd,0.0007,unknown_class
006607.jpg,006607.jpg,others,0.9991,swd,0.0008,unknown_class
003691.jpg,003691.jpg,swd,0.9991,others,0.0007,unknown_class
002657.jpg,002657.jpg,swd,0.9991,mayswd,0.0007,unknown_class
005324.jpg,005324.jpg,others,0.9991,swd,0.0008,unknown_class
004946.jpg,004946.jpg,others,0.9991,swd,0.0009,unknown_class
000060.jpg,000060.jpg,swd,0.9991,others,0.0006,unknown_class
005466.jpg,005466.jpg,others,0.9991,mayswd,0.0008,unknown_class
001913.jpg,001913.jpg,swd,0.9991,mayswd,0.0006,unknown_class
006601.jpg,006601.jpg,others,0.9991,swd,0.0007,unknown_class
003237.jpg,003237.jpg,swd,0.9991,others,0.0005,unknown_class
006751.jpg,006751.jpg,others,0.9991,swd,0.0009,unknown_class
002778.jpg,002778.jpg,swd,0.9991,others,0.0007,unknown_class
000571.jpg,000571.jpg,swd,0.9991,mayswd,0.0006,unknown_class
002117.jpg,002117.jpg,swd,0.9991,others,0.0007,unknown_class
000960.jpg,000960.jpg,mayswd,0.9990,swd,0.0008,unknown_class
002075.jpg,002075.jpg,swd,0.9990,mayswd,0.0009,unknown_class
000065.jpg,000065.jpg,swd,0.9990,others,0.0005,unknown_class
001243.jpg,001243.jpg,swd,0.9990,mayswd,0.0007,unknown_class
007342.jpg,007342.jpg,others,0.9990,swd,0.0010,unknown_class
000758.jpg,000758.jpg,swd,0.9990,others,0.0008,unknown_class
002567.jpg,002567.jpg,swd,0.9990,mayswd,0.0006,unknown_class
001948.jpg,001948.jpg,swd,0.9990,others,0.0006,unknown_class
006737.jpg,006737.jpg,others,0.9990,swd,0.0010,unknown_class
003384.jpg,003384.jpg,swd,0.9990,mayswd,0.0007,unknown_class
005831.jpg,005831.jpg,swd,0.9990,others,0.0006,unknown_class
006417.jpg,006417.jpg,others,0.9990,swd,0.0009,unknown_class
006173.jpg,006173.jpg,others,0.9990,swd,0.0009,unknown_class
002949.jpg,002949.jpg,others,0.9990,swd,0.0009,unknown_class
005278.jpg,005278.jpg,swd,0.9990,others,0.0008,unknown_class
004511.jpg,004511.jpg,others,0.9990,swd,0.0010,unknown_class
003527.jpg,003527.jpg,swd,0.9990,others,0.0007,unknown_class
007447.jpg,007447.jpg,others,0.9990,swd,0.0007,unknown_class
002648.jpg,002648.jpg,swd,0.9990,others,0.0009,unknown_class
002109.jpg,002109.jpg,swd,0.9990,others,0.0008,unknown_class
007340.jpg,007340.jpg,others,0.9990,swd,0.0009,unknown_class
001560.jpg,001560.jpg,others,0.9990,swd,0.0009,unknown_class
001116.jpg,001116.jpg,swd,0.9990,mayswd,0.0006,unknown_class
000569.jpg,000569.jpg,swd,0.9990,others,0.0006,unknown_class
000907.jpg,000907.jpg,mayswd,0.9990,swd,0.0006,unknown_class
000987.jpg,000987.jpg,swd,0.9990,mayswd,0.0006,unknown_class
007253.jpg,007253.jpg,others,0.9990,mayswd,0.0005,unknown_class
005693.jpg,005693.jpg,others,0.9990,swd,0.0010,unknown_class
001408.jpg,001408.jpg,swd,0.9990,mayswd,0.0006,unknown_class
002191.jpg,002191.jpg,swd,0.9990,others,0.0005,unknown_class
007673.jpg,007673.jpg,swd,0.9990,others,0.0009,unknown_class
003600.jpg,003600.jpg,swd,0.9990,mayswd,0.0006,unknown_class
006035.jpg,006035.jpg,others,0.9990,swd,0.0010,unknown_class
002008.jpg,002008.jpg,swd,0.9990,mayswd,0.0006,unknown_class
006566.jpg,006566.jpg,others,0.9990,swd,0.0010,unknown_class
000745.jpg,000745.jpg,swd,0.9990,others,0.0007,unknown_class
001168.jpg,001168.jpg,swd,0.9990,others,0.0005,unknown_class
001905.jpg,001905.jpg,others,0.9990,swd,0.0010,unknown_class
000126.jpg,000126.jpg,swd,0.9990,others,0.0008,unknown_class
003473.jpg,003473.jpg,swd,0.9990,mayswd,0.0007,unknown_class
003769.jpg,003769.jpg,others,0.9990,swd,0.0010,unknown_class
001210.jpg,001210.jpg,swd,0.9990,others,0.0007,unknown_class
006041.jpg,006041.jpg,others,0.9990,swd,0.0010,unknown_class
002128.jpg,002128.jpg,swd,0.9990,others,0.0009,unknown_class
008290.jpg,008290.jpg,others,0.9990,swd,0.0009,unknown_class
005631.jpg,005631.jpg,others,0.9990,swd,0.0010,unknown_class
002530.jpg,002530.jpg,swd,0.9990,others,0.0005,unknown_class
004520.jpg,004520.jpg,swd,0.9990,mayswd,0.0005,unknown_class
004387.jpg,004387.jpg,swd,0.9990,mayswd,0.0008,unknown_class
005498.jpg,005498.jpg,others,0.9990,mayswd,0.0008,unknown_class
003918.jpg,003918.jpg,others,0.9990,swd,0.0008,unknown_class
005745.jpg,005745.jpg,swd,0.9990,others,0.0009,unknown_class
008095.jpg,008095.jpg,others,0.9990,swd,0.0009,unknown_class
001522.jpg,001522.jpg,swd,0.9990,others,0.0008,unknown_class
001627.jpg,001627.jpg,others,0.9990,swd,0.0005,unknown_class
