epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,38.9819,0.76941,2.16502,0.97054,0.86947,0.84211,0.91095,0.73233,0.77979,1.01559,0.928,0.00332939,0.00332939,0.00332939
2,70.4772,0.68782,0.83831,0.93354,0.89121,0.91447,0.96268,0.79515,0.68957,0.67496,0.89599,0.00665613,0.00665613,0.00665613
3,98.7542,0.71379,0.66186,0.94449,0.85684,0.90789,0.92098,0.73312,0.79013,0.67151,0.93559,0.00997626,0.00997626,0.00997626
4,125.398,0.69764,0.5665,0.94063,0.90598,0.8875,0.95398,0.79537,0.68361,0.55665,0.89766,0.0099703,0.0099703,0.0099703
5,153.391,0.64499,0.50022,0.91597,0.92522,0.89542,0.96283,0.8108,0.64521,0.54764,0.88793,0.0099604,0.0099604,0.0099604
6,181.061,0.6179,0.47224,0.90781,0.96898,0.92476,0.98559,0.84335,0.6229,0.43598,0.87183,0.0099505,0.0099505,0.0099505
7,209.41,0.59289,0.44386,0.89524,0.93064,0.90461,0.97183,0.8165,0.62418,0.46485,0.87008,0.0099406,0.0099406,0.0099406
8,237.62,0.5689,0.42608,0.89022,0.91295,0.94079,0.9639,0.83081,0.59753,0.48904,0.86582,0.0099307,0.0099307,0.0099307
9,265.537,0.55793,0.40916,0.88374,0.97641,0.94079,0.98182,0.84968,0.61622,0.47231,0.86823,0.0099208,0.0099208,0.0099208
10,294.209,0.54575,0.40037,0.87748,0.93033,0.94737,0.97764,0.84602,0.58453,0.41069,0.85273,0.0099109,0.0099109,0.0099109
11,323.151,0.53129,0.38576,0.87427,0.94516,0.90713,0.97897,0.84602,0.5702,0.42047,0.85108,0.009901,0.009901,0.009901
12,352.091,0.52125,0.37691,0.86722,0.95426,0.96085,0.98966,0.86068,0.59233,0.38203,0.85509,0.0098911,0.0098911,0.0098911
13,380.855,0.51848,0.36587,0.86872,0.97033,0.9682,0.98792,0.87664,0.5285,0.36795,0.83557,0.0098812,0.0098812,0.0098812
14,408.338,0.50729,0.35856,0.8643,0.95206,0.86184,0.969,0.83571,0.59533,0.46001,0.85235,0.0098713,0.0098713,0.0098713
