datetime,count
2024-08-18T11:04:00,0
2024-08-18T11:05:00,0
2024-08-18T11:06:00,1
2024-08-18T11:08:00,0
2024-08-18T11:32:00,0
2024-08-18T11:34:00,1
2024-08-18T11:35:00,0
2024-08-18T11:36:00,0
2024-08-18T11:38:00,1
2024-08-18T12:02:00,0
2024-08-18T12:04:00,1
2024-08-18T12:05:00,2
2024-08-18T12:06:00,1
2024-08-18T12:08:00,2
2024-08-18T12:32:00,0
2024-08-18T12:34:00,1
2024-08-18T12:35:00,2
2024-08-18T12:36:00,1
2024-08-18T12:38:00,1
2024-08-18T13:02:00,0
2024-08-18T13:04:00,1
2024-08-18T13:05:00,0
2024-08-18T13:06:00,1
2024-08-18T13:08:00,1
2024-08-18T13:32:00,0
2024-08-18T13:34:00,0
2024-08-18T13:35:00,1
2024-08-18T13:36:00,1
2024-08-18T13:38:00,1
2024-08-18T14:02:00,0
2024-08-18T14:04:00,0
2024-08-18T14:05:00,1
2024-08-18T14:06:00,0
2024-08-18T14:08:00,0
2024-08-18T14:32:00,0
2024-08-18T14:34:00,0
2024-08-18T14:35:00,1
2024-08-18T14:36:00,0
2024-08-18T14:38:00,0
2024-08-18T15:02:00,0
2024-08-18T15:04:00,1
2024-08-18T15:05:00,0
2024-08-18T15:06:00,0
2024-08-18T15:08:00,0
2024-08-18T15:32:00,0
2024-08-18T15:34:00,1
2024-08-18T15:35:00,0
2024-08-18T15:36:00,2
2024-08-18T15:38:00,1
2024-08-18T16:02:00,0
2024-08-18T16:04:00,0
2024-08-18T16:05:00,1
2024-08-18T16:06:00,2
2024-08-18T16:08:00,1
2024-08-18T16:32:00,0
2024-08-18T16:34:00,0
2024-08-18T16:35:00,0
2024-08-18T16:36:00,1
2024-08-18T16:38:00,1
2024-08-18T17:02:00,0
2024-08-18T17:04:00,0
2024-08-18T17:05:00,0
2024-08-18T17:06:00,1
2024-08-18T17:08:00,1
2024-08-18T17:32:00,0
2024-08-18T17:34:00,1
2024-08-18T17:35:00,0
2024-08-18T17:36:00,1
2024-08-18T17:38:00,1
2024-08-18T18:02:00,1
2024-08-18T18:04:00,0
2024-08-18T18:05:00,0
2024-08-18T18:06:00,0
2024-08-18T18:08:00,1
2024-08-18T18:32:00,0
2024-08-18T18:34:00,2
2024-08-18T18:35:00,1
2024-08-18T18:36:00,0
2024-08-18T18:38:00,1
2024-08-18T19:02:00,0
2024-08-18T19:04:00,0
2024-08-18T19:05:00,0
2024-08-18T19:06:00,1
2024-08-18T19:08:00,1
2024-08-18T19:32:00,0
2024-08-18T19:34:00,0
2024-08-18T19:35:00,2
2024-08-18T19:36:00,2
2024-08-18T19:38:00,1
2024-08-18T20:02:00,0
2024-08-18T20:04:00,0
2024-08-18T20:05:00,0
2024-08-18T20:06:00,0
2024-08-18T20:08:00,0
2024-08-18T20:32:00,0
2024-08-18T20:34:00,0
2024-08-18T20:35:00,0
2024-08-18T20:36:00,0
2024-08-18T20:38:00,0
2024-08-19T06:03:00,0
2024-08-19T06:04:00,0
2024-08-19T06:05:00,0
2024-08-19T06:07:00,0
2024-08-19T06:08:00,0
2024-08-19T06:32:00,1
2024-08-19T06:34:00,1
2024-08-19T06:35:00,2
2024-08-19T06:36:00,2
2024-08-19T06:38:00,2
2024-08-19T07:02:00,1
2024-08-19T07:04:00,3
2024-08-19T07:05:00,2
2024-08-19T07:06:00,2
2024-08-19T07:08:00,0
2024-08-19T07:32:00,2
2024-08-19T07:34:00,3
2024-08-19T07:35:00,3
2024-08-19T07:36:00,0
2024-08-19T07:38:00,1
2024-08-19T08:02:00,2
2024-08-19T08:04:00,2
2024-08-19T08:05:00,3
2024-08-19T08:06:00,1
2024-08-19T08:08:00,1
2024-08-19T08:32:00,2
2024-08-19T08:34:00,1
2024-08-19T08:35:00,2
2024-08-19T08:36:00,1
2024-08-19T08:38:00,0
2024-08-19T09:02:00,1
2024-08-19T09:04:00,3
2024-08-19T09:05:00,0
2024-08-19T09:06:00,0
2024-08-19T09:08:00,0
2024-08-19T09:32:00,3
2024-08-19T09:34:00,1
2024-08-19T09:35:00,1
2024-08-19T09:36:00,1
2024-08-19T09:38:00,0
2024-08-19T10:02:00,1
2024-08-19T10:04:00,1
2024-08-19T10:05:00,1
2024-08-19T10:06:00,1
2024-08-19T10:08:00,0
2024-08-19T10:32:00,1
2024-08-19T10:34:00,1
2024-08-19T10:35:00,1
2024-08-19T10:36:00,1
2024-08-19T10:38:00,1
2024-08-19T11:02:00,1
2024-08-19T11:04:00,0
2024-08-19T11:05:00,0
2024-08-19T11:06:00,0
2024-08-19T11:08:00,1
2024-08-19T11:32:00,1
2024-08-19T11:34:00,1
2024-08-19T11:35:00,0
2024-08-19T11:36:00,1
2024-08-19T11:38:00,1
2024-08-19T12:02:00,0
2024-08-19T12:04:00,0
2024-08-19T12:05:00,0
2024-08-19T12:06:00,1
2024-08-19T12:08:00,1
2024-08-19T12:32:00,0
2024-08-19T12:34:00,0
2024-08-19T12:35:00,0
2024-08-19T12:36:00,1
2024-08-19T12:38:00,0
2024-08-19T13:02:00,0
2024-08-19T13:04:00,0
2024-08-19T13:05:00,1
2024-08-19T13:06:00,0
2024-08-19T13:08:00,0
2024-08-19T13:32:00,0
2024-08-19T13:34:00,0
2024-08-19T13:35:00,0
2024-08-19T13:36:00,1
2024-08-19T13:38:00,0
2024-08-19T14:02:00,0
2024-08-19T14:04:00,0
2024-08-19T14:05:00,0
2024-08-19T14:06:00,0
