path,datetime,focal,resolution,date,time,gap_time
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_0737_680.jpg,2024-08-27 07:37:00,680,4656x3496,2024-08-27,07:37:00,2.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_0801_540.jpg,2024-08-27 08:01:00,540,4656x3496,2024-08-27,08:01:00,24.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_0803_580.jpg,2024-08-27 08:03:00,580,4656x3496,2024-08-27,08:03:00,2.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_0804_600.jpg,2024-08-27 08:04:00,600,4656x3496,2024-08-27,08:04:00,1.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_0805_640.jpg,2024-08-27 08:05:00,640,4656x3496,2024-08-27,08:05:00,1.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_0807_680.jpg,2024-08-27 08:07:00,680,4656x3496,2024-08-27,08:07:00,2.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_0831_540.jpg,2024-08-27 08:31:00,540,4656x3496,2024-08-27,08:31:00,24.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_0833_580.jpg,2024-08-27 08:33:00,580,4656x3496,2024-08-27,08:33:00,2.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_0834_600.jpg,2024-08-27 08:34:00,600,4656x3496,2024-08-27,08:34:00,1.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_0835_640.jpg,2024-08-27 08:35:00,640,4656x3496,2024-08-27,08:35:00,1.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_0837_680.jpg,2024-08-27 08:37:00,680,4656x3496,2024-08-27,08:37:00,2.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_0901_540.jpg,2024-08-27 09:01:00,540,4656x3496,2024-08-27,09:01:00,24.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_0903_580.jpg,2024-08-27 09:03:00,580,4656x3496,2024-08-27,09:03:00,2.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_0904_600.jpg,2024-08-27 09:04:00,600,4656x3496,2024-08-27,09:04:00,1.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_0905_640.jpg,2024-08-27 09:05:00,640,4656x3496,2024-08-27,09:05:00,1.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_0907_680.jpg,2024-08-27 09:07:00,680,4656x3496,2024-08-27,09:07:00,2.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_0931_540.jpg,2024-08-27 09:31:00,540,4656x3496,2024-08-27,09:31:00,24.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_0933_580.jpg,2024-08-27 09:33:00,580,4656x3496,2024-08-27,09:33:00,2.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_0934_600.jpg,2024-08-27 09:34:00,600,4656x3496,2024-08-27,09:34:00,1.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_0935_640.jpg,2024-08-27 09:35:00,640,4656x3496,2024-08-27,09:35:00,1.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_0937_680.jpg,2024-08-27 09:37:00,680,4656x3496,2024-08-27,09:37:00,2.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_1001_540.jpg,2024-08-27 10:01:00,540,4656x3496,2024-08-27,10:01:00,24.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_1003_580.jpg,2024-08-27 10:03:00,580,4656x3496,2024-08-27,10:03:00,2.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_1004_600.jpg,2024-08-27 10:04:00,600,4656x3496,2024-08-27,10:04:00,1.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_1005_640.jpg,2024-08-27 10:05:00,640,4656x3496,2024-08-27,10:05:00,1.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_1007_680.jpg,2024-08-27 10:07:00,680,4656x3496,2024-08-27,10:07:00,2.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_1031_540.jpg,2024-08-27 10:31:00,540,4656x3496,2024-08-27,10:31:00,24.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_1033_580.jpg,2024-08-27 10:33:00,580,4656x3496,2024-08-27,10:33:00,2.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_1034_600.jpg,2024-08-27 10:34:00,600,4656x3496,2024-08-27,10:34:00,1.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_1035_640.jpg,2024-08-27 10:35:00,640,4656x3496,2024-08-27,10:35:00,1.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_1037_680.jpg,2024-08-27 10:37:00,680,4656x3496,2024-08-27,10:37:00,2.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_1101_540.jpg,2024-08-27 11:01:00,540,4656x3496,2024-08-27,11:01:00,24.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_1103_580.jpg,2024-08-27 11:03:00,580,4656x3496,2024-08-27,11:03:00,2.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_1104_600.jpg,2024-08-27 11:04:00,600,4656x3496,2024-08-27,11:04:00,1.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_1105_640.jpg,2024-08-27 11:05:00,640,4656x3496,2024-08-27,11:05:00,1.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_1107_680.jpg,2024-08-27 11:07:00,680,4656x3496,2024-08-27,11:07:00,2.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_1131_540.jpg,2024-08-27 11:31:00,540,4656x3496,2024-08-27,11:31:00,24.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_1133_580.jpg,2024-08-27 11:33:00,580,4656x3496,2024-08-27,11:33:00,2.0
/home/tianqi/D/01_Projects/01_swd/02_code/pipeline/ultralytics_ty/_ty/01_data/a04_whole_raw_data/ms2_0605_0923/0827_1134_600.jpg,2024-08-27 11:34:00,600,4656x3496,2024-08-27,11:34:00,1.0
