epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,138.312,0.73329,1.03816,0.96522,0.93471,0.89475,0.96834,0.76489,0.8043,0.53921,0.91225,0.00332939,0.00332939,0.00332939
2,264.861,0.70572,0.6022,0.94163,0.902,0.91776,0.95294,0.75572,0.74774,0.56123,0.92538,0.00665613,0.00665613,0.00665613
3,390.737,0.76205,0.60686,0.96858,0.90913,0.88816,0.94394,0.75041,0.79061,0.63417,0.9386,0.00997626,0.00997626,0.00997626
4,515.414,0.74296,0.54829,0.962,0.88783,0.85923,0.93546,0.75709,0.75539,0.62454,0.93299,0.0099703,0.0099703,0.0099703
5,639.967,0.67442,0.49985,0.9285,0.93717,0.93226,0.96029,0.80759,0.68888,0.4803,0.89086,0.0099604,0.0099604,0.0099604
6,764.509,0.6379,0.44994,0.91594,0.93467,0.89803,0.96303,0.81659,0.6469,0.4897,0.87659,0.0099505,0.0099505,0.0099505
7,889.337,0.60228,0.42979,0.89869,0.92175,0.93001,0.97823,0.83337,0.64455,0.42425,0.87764,0.0099406,0.0099406,0.0099406
8,1014.12,0.58228,0.40594,0.8957,0.93349,0.93092,0.98096,0.83499,0.63077,0.51472,0.8713,0.0099307,0.0099307,0.0099307
9,1139.45,0.56188,0.38296,0.88513,0.97544,0.91441,0.98331,0.8515,0.61442,0.40798,0.86802,0.0099208,0.0099208,0.0099208
10,1264.38,0.54937,0.38279,0.87786,0.9536,0.92434,0.97606,0.83941,0.58004,0.41316,0.85343,0.0099109,0.0099109,0.0099109
11,1388.66,0.53385,0.36586,0.87522,0.94558,0.97157,0.98403,0.86547,0.5731,0.35599,0.84551,0.009901,0.009901,0.009901
12,1513.25,0.52515,0.36139,0.86788,0.96584,0.93007,0.97899,0.84779,0.58977,0.40387,0.84876,0.0098911,0.0098911,0.0098911
13,1638.52,0.51324,0.34647,0.86656,0.95947,0.93092,0.98086,0.86602,0.55455,0.43199,0.84464,0.0098812,0.0098812,0.0098812
14,1763.82,0.50707,0.3458,0.86279,0.96133,0.9375,0.98178,0.85428,0.58142,0.36487,0.84131,0.0098713,0.0098713,0.0098713
15,1888.39,0.50138,0.33593,0.85992,0.96206,0.95724,0.98799,0.87998,0.52565,0.35557,0.83007,0.0098614,0.0098614,0.0098614
16,2013.03,0.49397,0.33901,0.85935,0.93945,0.97697,0.98679,0.86239,0.57598,0.35514,0.84757,0.0098515,0.0098515,0.0098515
17,2137.46,0.48686,0.3233,0.85554,0.94775,0.96053,0.98918,0.87722,0.55863,0.35636,0.82891,0.0098416,0.0098416,0.0098416
18,2262.43,0.47127,0.31663,0.85278,0.95623,0.95066,0.97,0.86061,0.57062,0.3803,0.8459,0.0098317,0.0098317,0.0098317
19,2387.6,0.47287,0.3165,0.85249,0.9505,0.96382,0.98314,0.87663,0.53594,0.32772,0.82989,0.0098218,0.0098218,0.0098218
20,2512.19,0.46893,0.31514,0.84956,0.9668,0.95802,0.98323,0.86672,0.54723,0.36698,0.83694,0.0098119,0.0098119,0.0098119
21,2636.91,0.46059,0.30653,0.84618,0.94126,0.94882,0.98412,0.8701,0.56227,0.38082,0.83778,0.009802,0.009802,0.009802
22,2761.66,0.45518,0.30176,0.84662,0.96732,0.96053,0.98464,0.87218,0.55096,0.34359,0.83366,0.0097921,0.0097921,0.0097921
23,2886.05,0.45079,0.29911,0.8414,0.95487,0.97697,0.98562,0.88293,0.51239,0.3193,0.81842,0.0097822,0.0097822,0.0097822
24,3010.59,0.44378,0.29682,0.84102,0.96365,0.95938,0.98667,0.87426,0.53399,0.31765,0.82778,0.0097723,0.0097723,0.0097723
25,3135.2,0.44416,0.29415,0.83974,0.95929,0.93092,0.97613,0.87135,0.50054,0.35522,0.81809,0.0097624,0.0097624,0.0097624
26,3260.15,0.44409,0.2904,0.8405,0.95413,0.97039,0.98617,0.88465,0.52203,0.32284,0.82582,0.0097525,0.0097525,0.0097525
27,3385.17,0.4371,0.28776,0.83412,0.95097,0.97039,0.98838,0.88427,0.52139,0.31245,0.81915,0.0097426,0.0097426,0.0097426
28,3510.43,0.43228,0.28222,0.83551,0.96828,0.94737,0.98615,0.8906,0.52609,0.33497,0.8281,0.0097327,0.0097327,0.0097327
29,3635.18,0.42251,0.2762,0.83406,0.95583,0.97697,0.98821,0.88537,0.53026,0.31064,0.82446,0.0097228,0.0097228,0.0097228
30,3760.1,0.42644,0.27641,0.8332,0.93609,0.98684,0.98444,0.88192,0.54715,0.30977,0.83447,0.0097129,0.0097129,0.0097129
31,3885.28,0.41978,0.27244,0.82972,0.98648,0.95971,0.99312,0.89596,0.52072,0.30732,0.82474,0.009703,0.009703,0.009703
32,4010.2,0.4206,0.27237,0.83131,0.96247,0.96382,0.98304,0.8858,0.51739,0.31838,0.81777,0.0096931,0.0096931,0.0096931
33,4134.52,0.416,0.26927,0.83069,0.97074,0.95724,0.98899,0.89102,0.51382,0.31091,0.82329,0.0096832,0.0096832,0.0096832
34,4258.93,0.41269,0.26895,0.82923,0.95507,0.97899,0.98266,0.88878,0.51386,0.30114,0.82263,0.0096733,0.0096733,0.0096733
35,4383.59,0.4126,0.26893,0.82835,0.96265,0.96382,0.98493,0.87992,0.51221,0.33197,0.82209,0.0096634,0.0096634,0.0096634
36,4508.79,0.40871,0.26438,0.82748,0.96885,0.94737,0.98882,0.89003,0.50834,0.32698,0.81531,0.0096535,0.0096535,0.0096535
37,4634.12,0.40352,0.2625,0.82856,0.96225,0.95395,0.98438,0.89592,0.48108,0.3079,0.80821,0.0096436,0.0096436,0.0096436
38,4759.32,0.40517,0.2629,0.8274,0.96116,0.99342,0.98355,0.88757,0.49704,0.27633,0.81722,0.0096337,0.0096337,0.0096337
39,4884.5,0.40098,0.25863,0.82737,0.97048,0.97321,0.99044,0.89307,0.52509,0.27905,0.82689,0.0096238,0.0096238,0.0096238
40,5009.76,0.40198,0.2574,0.82492,0.97586,0.93073,0.98587,0.89827,0.48934,0.32363,0.8138,0.0096139,0.0096139,0.0096139
41,5135.09,0.39817,0.25519,0.82598,0.96399,0.9686,0.9893,0.90296,0.48889,0.2814,0.8058,0.009604,0.009604,0.009604
42,5260.09,0.39266,0.25513,0.82483,0.96447,0.9822,0.98939,0.89037,0.50196,0.27178,0.81845,0.0095941,0.0095941,0.0095941
43,5384.83,0.39455,0.25258,0.82567,0.96297,0.95724,0.98921,0.90113,0.47571,0.2982,0.80619,0.0095842,0.0095842,0.0095842
44,5509.84,0.38928,0.25157,0.81966,0.96776,0.96711,0.98885,0.89647,0.4985,0.29828,0.81248,0.0095743,0.0095743,0.0095743
45,5635.22,0.392,0.24897,0.81952,0.97486,0.9375,0.98793,0.89473,0.49931,0.34223,0.8185,0.0095644,0.0095644,0.0095644
46,5760.36,0.38565,0.25,0.81795,0.95987,0.94414,0.98362,0.88839,0.48068,0.33071,0.8072,0.0095545,0.0095545,0.0095545
47,5885.2,0.38345,0.24598,0.8202,0.96345,0.95393,0.982,0.88999,0.49953,0.31222,0.81035,0.0095446,0.0095446,0.0095446
48,6010.25,0.3816,0.24468,0.82268,0.97046,0.97272,0.98927,0.89023,0.49145,0.28653,0.8095,0.0095347,0.0095347,0.0095347
49,6134.62,0.38188,0.2459,0.82059,0.96376,0.95066,0.98812,0.89736,0.48078,0.29682,0.80638,0.0095248,0.0095248,0.0095248
50,6258.96,0.37828,0.24249,0.81825,0.95845,0.97697,0.98639,0.89757,0.50082,0.29299,0.81634,0.0095149,0.0095149,0.0095149
51,6383.26,0.37218,0.23758,0.81416,0.96917,0.97039,0.98915,0.91037,0.47158,0.26059,0.80652,0.009505,0.009505,0.009505
52,6507.8,0.36993,0.23715,0.81868,0.96677,0.95696,0.98003,0.89192,0.49826,0.30005,0.8126,0.0094951,0.0094951,0.0094951
53,6632.81,0.37137,0.23563,0.81503,0.96,0.96711,0.9853,0.90348,0.4803,0.2977,0.80401,0.0094852,0.0094852,0.0094852
54,6757.85,0.37155,0.23254,0.81783,0.9594,0.96053,0.98373,0.89179,0.49793,0.33745,0.81383,0.0094753,0.0094753,0.0094753
55,6882.86,0.3695,0.23784,0.81697,0.96626,0.96711,0.98688,0.89725,0.50454,0.30103,0.81868,0.0094654,0.0094654,0.0094654
56,7007.23,0.36525,0.23138,0.81601,0.95445,0.96382,0.97709,0.8853,0.49009,0.33381,0.81002,0.0094555,0.0094555,0.0094555
57,7131.85,0.36952,0.23447,0.81466,0.95395,0.95398,0.98032,0.89907,0.46909,0.31806,0.80599,0.0094456,0.0094456,0.0094456
58,7256.34,0.36196,0.22825,0.81303,0.96369,0.96024,0.98007,0.89682,0.48939,0.30372,0.81166,0.0094357,0.0094357,0.0094357
59,7380.72,0.36365,0.23229,0.814,0.9652,0.94408,0.98423,0.90631,0.47882,0.30113,0.81018,0.0094258,0.0094258,0.0094258
60,7505.08,0.36219,0.23023,0.81155,0.95394,0.96711,0.9836,0.89604,0.49399,0.30302,0.81176,0.0094159,0.0094159,0.0094159
61,7630.36,0.35751,0.23034,0.8129,0.94808,0.96109,0.97993,0.89131,0.49395,0.3177,0.81307,0.009406,0.009406,0.009406
62,7755.59,0.3594,0.22881,0.809,0.97312,0.95252,0.9854,0.89976,0.48713,0.28693,0.80466,0.0093961,0.0093961,0.0093961
63,7880.39,0.35367,0.22899,0.8096,0.96111,0.94079,0.98192,0.89387,0.49153,0.32137,0.80737,0.0093862,0.0093862,0.0093862
64,8005.5,0.35477,0.22326,0.80673,0.93579,0.95879,0.9825,0.89817,0.48999,0.33896,0.809,0.0093763,0.0093763,0.0093763
65,8130.65,0.35196,0.22198,0.8061,0.95939,0.9325,0.97723,0.89099,0.47138,0.37854,0.80369,0.0093664,0.0093664,0.0093664
