epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,38.2707,0.78148,1.44925,0.91588,0.79289,0.85221,0.90459,0.7472,0.70613,0.9841,0.87954,0.00332298,0.00332298,0.00332298
2,73.0619,0.6745,0.62033,0.87626,0.75995,0.6794,0.74574,0.59143,0.77686,1.081,0.90271,0.00664972,0.00664972,0.00664972
3,107.525,0.71736,0.63569,0.90577,0.80304,0.60959,0.75296,0.58993,0.86204,1.28973,0.95545,0.00996987,0.00996987,0.00996987
4,141.668,0.72641,0.58809,0.92062,0.81445,0.64386,0.78823,0.6414,0.76566,0.92411,0.94384,0.0099703,0.0099703,0.0099703
5,175.764,0.66616,0.53601,0.9086,0.81523,0.70662,0.82197,0.64283,0.85753,0.89044,0.99452,0.0099604,0.0099604,0.0099604
6,210.047,0.62208,0.46362,0.89953,0.84339,0.77169,0.89245,0.74121,0.72589,0.89423,0.93548,0.0099505,0.0099505,0.0099505
7,244.185,0.59601,0.43395,0.88818,0.80992,0.67854,0.82144,0.68598,0.70858,0.99837,0.94377,0.0099406,0.0099406,0.0099406
8,278.296,0.57473,0.41321,0.8798,0.79902,0.81393,0.89139,0.74719,0.66225,0.67562,0.92872,0.0099307,0.0099307,0.0099307
9,312.579,0.56818,0.40215,0.87747,0.83152,0.83961,0.88711,0.75322,0.61614,0.64034,0.89632,0.0099208,0.0099208,0.0099208
10,346.75,0.54574,0.38909,0.87327,0.8567,0.81336,0.91816,0.78909,0.60719,0.6331,0.89905,0.0099109,0.0099109,0.0099109
11,380.896,0.54251,0.37992,0.86518,0.87487,0.82705,0.91966,0.78896,0.59841,0.69027,0.89491,0.009901,0.009901,0.009901
12,415.034,0.51571,0.36646,0.86322,0.91232,0.88984,0.95683,0.82429,0.60781,0.48483,0.89203,0.0098911,0.0098911,0.0098911
13,449.351,0.51584,0.36031,0.86042,0.90771,0.79713,0.91598,0.79375,0.58555,0.633,0.891,0.0098812,0.0098812,0.0098812
14,483.468,0.50338,0.35181,0.85534,0.87786,0.8847,0.93523,0.81934,0.56952,0.49077,0.8916,0.0098713,0.0098713,0.0098713
15,517.618,0.50153,0.34105,0.85872,0.85574,0.73135,0.86206,0.72393,0.67089,0.97407,0.92944,0.0098614,0.0098614,0.0098614
16,551.903,0.49466,0.33778,0.84956,0.88251,0.85103,0.94057,0.8138,0.58582,0.51887,0.88803,0.0098515,0.0098515,0.0098515
17,585.877,0.49102,0.34124,0.85277,0.88605,0.86587,0.94312,0.826,0.56132,0.52406,0.88102,0.0098416,0.0098416,0.0098416
18,620.002,0.47941,0.33185,0.84687,0.88202,0.87901,0.93887,0.82148,0.56413,0.49074,0.88617,0.0098317,0.0098317,0.0098317
19,653.992,0.47699,0.3296,0.84526,0.88651,0.88242,0.94626,0.82928,0.55547,0.47153,0.88204,0.0098218,0.0098218,0.0098218
20,688.25,0.47256,0.32413,0.84725,0.89518,0.85959,0.93099,0.80585,0.59575,0.60318,0.89846,0.0098119,0.0098119,0.0098119
21,722.207,0.46685,0.31987,0.84067,0.87797,0.8254,0.90776,0.79841,0.57161,0.69236,0.88101,0.009802,0.009802,0.009802
22,756.404,0.46131,0.31753,0.84073,0.89543,0.89927,0.95299,0.83778,0.54792,0.4472,0.88085,0.0097921,0.0097921,0.0097921
23,790.666,0.45641,0.31344,0.83842,0.87497,0.83733,0.92744,0.8141,0.54282,0.5806,0.87892,0.0097822,0.0097822,0.0097822
24,824.814,0.45061,0.30753,0.83657,0.88236,0.871,0.93042,0.82309,0.52759,0.53976,0.87065,0.0097723,0.0097723,0.0097723
25,858.812,0.44848,0.30603,0.83465,0.82133,0.85801,0.91229,0.80416,0.53375,0.57359,0.86788,0.0097624,0.0097624,0.0097624
