capture_datetime,capture_date,capture_time,hour,doy,confidence_mass_max,pred_count_max,detection_rate_max,focus_selected,num_focus_available,num_focus_detected,any_focus_detected,confidence_mass_range_across_focus,confidence_mass_std_across_focus
2024-06-06 08:01:00,2024-06-06,08:01:00,8,158,0.0,0,0.0,700,1,0,0,0.0,0.0
2024-06-06 08:31:00,2024-06-06,08:31:00,8,158,0.0,0,0.0,700,1,0,0,0.0,0.0
2024-06-06 09:01:00,2024-06-06,09:01:00,9,158,0.8524858355522156,1,1.0,700,1,1,1,0.0,0.0
2024-06-06 09:31:00,2024-06-06,09:31:00,9,158,0.0,0,0.0,700,1,0,0,0.0,0.0
2024-06-06 10:01:00,2024-06-06,10:01:00,10,158,0.0,0,0.0,700,1,0,0,0.0,0.0
2024-06-06 10:31:00,2024-06-06,10:31:00,10,158,0.0,0,0.0,700,1,0,0,0.0,0.0
2024-06-06 11:01:00,2024-06-06,11:01:00,11,158,0.0,0,0.0,700,1,0,0,0.0,0.0
2024-06-06 11:31:00,2024-06-06,11:31:00,11,158,0.0,0,0.0,700,1,0,0,0.0,0.0
2024-06-06 12:01:00,2024-06-06,12:01:00,12,158,0.0,0,0.0,700,1,0,0,0.0,0.0
2024-06-06 12:31:00,2024-06-06,12:31:00,12,158,0.0,0,0.0,700,1,0,0,0.0,0.0
