epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,41.3692,0.75019,1.38709,0.89511,0.86031,0.90698,0.93484,0.73034,0.80449,0.83312,0.9035,0.00332485,0.00332485,0.00332485
2,80.2752,0.64502,0.59293,0.87353,0.89178,0.89147,0.93918,0.75047,0.76242,0.64666,0.93311,0.00665159,0.00665159,0.00665159
3,118.431,0.69296,0.6071,0.89913,0.77637,0.78165,0.81841,0.58086,1.01123,0.99011,1.00752,0.00997174,0.00997174,0.00997174
4,156.556,0.67887,0.55778,0.91466,0.7667,0.65891,0.7606,0.51456,1.22755,1.27512,1.1555,0.0099703,0.0099703,0.0099703
5,194.53,0.6361,0.48718,0.9008,0.8949,0.8863,0.91476,0.7083,0.84774,0.61131,0.99777,0.0099604,0.0099604,0.0099604
6,232.42,0.59325,0.44093,0.88621,0.90245,0.90838,0.93313,0.72195,0.84346,0.54587,1.00547,0.0099505,0.0099505,0.0099505
7,270.391,0.5684,0.40644,0.87629,0.82672,0.89379,0.90966,0.72515,0.78121,0.62412,0.96872,0.0099406,0.0099406,0.0099406
8,308.393,0.54893,0.39911,0.87055,0.86739,0.94703,0.92664,0.74786,0.78782,0.54672,0.97579,0.0099307,0.0099307,0.0099307
9,346.392,0.53045,0.38642,0.86581,0.87722,0.9323,0.94268,0.76866,0.7434,0.51036,0.96984,0.0099208,0.0099208,0.0099208
10,384.441,0.51697,0.37513,0.85855,0.8981,0.88243,0.92725,0.74229,0.78304,0.56467,0.97899,0.0099109,0.0099109,0.0099109
11,422.525,0.50365,0.35614,0.85626,0.87938,0.8708,0.91957,0.75004,0.74358,0.60322,0.94917,0.009901,0.009901,0.009901
12,460.59,0.49217,0.35096,0.84991,0.8353,0.90181,0.91839,0.73801,0.7769,0.62399,0.9686,0.0098911,0.0098911,0.0098911
13,498.331,0.48584,0.34035,0.84587,0.87481,0.93023,0.9327,0.77994,0.69051,0.50197,0.9416,0.0098812,0.0098812,0.0098812
14,536.296,0.47886,0.33417,0.84467,0.90986,0.93152,0.94419,0.74928,0.8146,0.46805,0.98536,0.0098713,0.0098713,0.0098713
15,574.305,0.47373,0.32998,0.84311,0.90389,0.87482,0.93697,0.77837,0.69963,0.59151,0.93847,0.0098614,0.0098614,0.0098614
16,612.259,0.46558,0.32577,0.84401,0.88947,0.96697,0.95363,0.7939,0.70933,0.44371,0.95535,0.0098515,0.0098515,0.0098515
17,650.088,0.46052,0.321,0.84121,0.89008,0.9186,0.95355,0.78173,0.71707,0.50069,0.96448,0.0098416,0.0098416,0.0098416
18,688.303,0.45491,0.31399,0.8376,0.92502,0.92449,0.96354,0.78308,0.76804,0.45257,0.97751,0.0098317,0.0098317,0.0098317
19,726.221,0.45364,0.31344,0.83849,0.86507,0.87984,0.92717,0.75002,0.75576,0.75946,0.97405,0.0098218,0.0098218,0.0098218
20,764.174,0.44282,0.31047,0.83453,0.88509,0.94703,0.95019,0.8012,0.64582,0.45587,0.93375,0.0098119,0.0098119,0.0098119
21,802.128,0.44372,0.30192,0.83466,0.87382,0.94703,0.93577,0.7543,0.75557,0.51412,0.9888,0.009802,0.009802,0.009802
22,840.06,0.44129,0.30155,0.83063,0.85231,0.90962,0.94081,0.75838,0.72539,0.61845,0.95742,0.0097921,0.0097921,0.0097921
23,878.015,0.4359,0.295,0.83116,0.88156,0.91358,0.94394,0.77514,0.68536,0.49784,0.94968,0.0097822,0.0097822,0.0097822
24,915.853,0.42737,0.29308,0.82728,0.89986,0.93023,0.93433,0.78892,0.68849,0.45848,0.94775,0.0097723,0.0097723,0.0097723
25,953.899,0.42696,0.29523,0.82797,0.87973,0.93556,0.92908,0.76886,0.72418,0.52015,0.96683,0.0097624,0.0097624,0.0097624
26,991.95,0.42571,0.28596,0.82815,0.87169,0.89406,0.92587,0.77314,0.71598,0.57471,0.9535,0.0097525,0.0097525,0.0097525
27,1029.93,0.41829,0.28129,0.82746,0.90212,0.95267,0.96304,0.79986,0.67147,0.42193,0.9501,0.0097426,0.0097426,0.0097426
28,1067.84,0.41803,0.2845,0.82804,0.85995,0.95995,0.93275,0.77514,0.71362,0.48332,0.9563,0.0097327,0.0097327,0.0097327
29,1105.88,0.41107,0.28396,0.82508,0.8654,0.93282,0.94617,0.79346,0.70435,0.48468,0.94965,0.0097228,0.0097228,0.0097228
30,1143.94,0.40783,0.27883,0.82227,0.86977,0.92894,0.92708,0.77736,0.6851,0.50062,0.94548,0.0097129,0.0097129,0.0097129
31,1181.9,0.40952,0.27773,0.82686,0.89081,0.94864,0.9505,0.78067,0.72136,0.42548,0.96122,0.009703,0.009703,0.009703
32,1219.92,0.40536,0.27632,0.82233,0.88722,0.93928,0.9436,0.78811,0.69054,0.44595,0.9489,0.0096931,0.0096931,0.0096931
33,1257.88,0.40349,0.27299,0.82018,0.87038,0.92636,0.94432,0.79074,0.70178,0.51064,0.9483,0.0096832,0.0096832,0.0096832
34,1295.67,0.40419,0.27372,0.82258,0.89195,0.94923,0.95618,0.80206,0.69951,0.4277,0.94276,0.0096733,0.0096733,0.0096733
35,1333.74,0.40149,0.27046,0.82145,0.8963,0.90568,0.94305,0.79236,0.6564,0.52533,0.94057,0.0096634,0.0096634,0.0096634
36,1371.65,0.40157,0.2686,0.82226,0.87305,0.92403,0.93952,0.78743,0.6962,0.50142,0.9583,0.0096535,0.0096535,0.0096535
37,1409.63,0.40141,0.27185,0.82006,0.88059,0.94961,0.93631,0.77703,0.68704,0.44932,0.94941,0.0096436,0.0096436,0.0096436
38,1447.59,0.39613,0.26532,0.81918,0.88583,0.96234,0.94293,0.7831,0.70166,0.42831,0.96149,0.0096337,0.0096337,0.0096337
39,1485.76,0.39611,0.26543,0.8187,0.8677,0.89406,0.93536,0.77147,0.70441,0.50767,0.95446,0.0096238,0.0096238,0.0096238
40,1523.83,0.39422,0.2596,0.81918,0.88858,0.93928,0.95251,0.79707,0.6909,0.45406,0.95401,0.0096139,0.0096139,0.0096139
41,1561.71,0.39047,0.2616,0.81794,0.87492,0.90698,0.92341,0.77057,0.6979,0.54488,0.94963,0.009604,0.009604,0.009604
42,1599.63,0.39011,0.26118,0.81584,0.88396,0.94832,0.94591,0.80516,0.67926,0.44708,0.93249,0.0095941,0.0095941,0.0095941
43,1637.75,0.38797,0.26069,0.81652,0.90385,0.95478,0.94957,0.79294,0.68776,0.41318,0.95259,0.0095842,0.0095842,0.0095842
44,1675.76,0.38651,0.25783,0.81718,0.88819,0.96473,0.9468,0.79637,0.68407,0.4202,0.95286,0.0095743,0.0095743,0.0095743
45,1713.64,0.38366,0.25972,0.81582,0.89048,0.96253,0.95102,0.80246,0.69138,0.4189,0.95261,0.0095644,0.0095644,0.0095644
46,1751.73,0.38185,0.25584,0.81052,0.89995,0.93798,0.95251,0.79866,0.67959,0.4361,0.94704,0.0095545,0.0095545,0.0095545
47,1789.75,0.37657,0.25083,0.81225,0.88056,0.96124,0.94713,0.80637,0.6564,0.42309,0.93224,0.0095446,0.0095446,0.0095446
48,1827.79,0.37642,0.25056,0.80985,0.88339,0.95478,0.94766,0.79819,0.68815,0.42757,0.95067,0.0095347,0.0095347,0.0095347
49,1865.66,0.37592,0.25264,0.81399,0.86039,0.96899,0.9518,0.79618,0.68401,0.41915,0.95156,0.0095248,0.0095248,0.0095248
50,1903.72,0.37162,0.24457,0.81184,0.88052,0.9186,0.93567,0.77211,0.7166,0.48352,0.96442,0.0095149,0.0095149,0.0095149
51,1941.54,0.37617,0.25339,0.81047,0.89222,0.95349,0.94849,0.79135,0.67908,0.42466,0.95571,0.009505,0.009505,0.009505
