epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,45.0551,0.76515,1.25839,0.90481,0.90741,0.87044,0.93447,0.79157,0.66209,0.66146,0.85972,0.00332939,0.00332939,0.00332939
2,81.2354,0.67282,0.60862,0.8809,0.92541,0.93865,0.9628,0.78081,0.76874,0.55937,0.89492,0.00665613,0.00665613,0.00665613
3,117.263,0.71888,0.61886,0.90147,0.93622,0.84211,0.93993,0.77488,0.7153,0.68381,0.88459,0.00997626,0.00997626,0.00997626
4,152.815,0.70723,0.59093,0.91186,0.93619,0.90789,0.97367,0.81299,0.66643,0.52514,0.88299,0.0099703,0.0099703,0.0099703
5,188.167,0.64926,0.507,0.90423,0.93246,0.95371,0.97519,0.80198,0.7288,0.4989,0.89396,0.0099604,0.0099604,0.0099604
6,223.707,0.62247,0.46287,0.90076,0.93738,0.9356,0.9798,0.82474,0.69591,0.46491,0.89106,0.0099505,0.0099505,0.0099505
7,259.567,0.59096,0.43797,0.88592,0.93246,0.90833,0.9704,0.82893,0.64469,0.4665,0.87466,0.0099406,0.0099406,0.0099406
8,295.308,0.57052,0.41677,0.88191,0.9605,0.87986,0.96665,0.83723,0.58817,0.49818,0.85371,0.0099307,0.0099307,0.0099307
9,331.358,0.56127,0.40633,0.87739,0.97286,0.94408,0.98958,0.8447,0.62396,0.41129,0.86628,0.0099208,0.0099208,0.0099208
10,367.286,0.54586,0.3944,0.87119,0.95069,0.90132,0.97471,0.83608,0.5908,0.49654,0.85472,0.0099109,0.0099109,0.0099109
11,402.74,0.54059,0.38731,0.86981,0.96287,0.93838,0.9879,0.87438,0.57078,0.36688,0.84502,0.009901,0.009901,0.009901
12,438.278,0.52281,0.37248,0.86147,0.94084,0.9375,0.98438,0.86154,0.56827,0.4033,0.83616,0.0098911,0.0098911,0.0098911
13,474.133,0.51499,0.36262,0.86012,0.96321,0.94745,0.9875,0.87944,0.52193,0.41423,0.82861,0.0098812,0.0098812,0.0098812
14,510.448,0.50638,0.35236,0.8562,0.96836,0.97039,0.99075,0.86932,0.53436,0.34695,0.83179,0.0098713,0.0098713,0.0098713
15,546.062,0.49662,0.34811,0.85144,0.95322,0.97368,0.99076,0.88102,0.52819,0.33175,0.82652,0.0098614,0.0098614,0.0098614
16,581.352,0.48875,0.33869,0.85239,0.95384,0.94737,0.98539,0.88424,0.52304,0.38204,0.82775,0.0098515,0.0098515,0.0098515
17,616.282,0.48675,0.33701,0.84826,0.96792,0.94737,0.98901,0.87706,0.5444,0.38535,0.82493,0.0098416,0.0098416,0.0098416
18,651.935,0.47883,0.33866,0.84777,0.95634,0.9367,0.9874,0.88096,0.51816,0.35354,0.82741,0.0098317,0.0098317,0.0098317
19,687.686,0.47773,0.33309,0.84852,0.95437,0.96326,0.99021,0.88397,0.52198,0.31424,0.82336,0.0098218,0.0098218,0.0098218
20,723.247,0.47375,0.32478,0.84649,0.9491,0.98137,0.98978,0.87632,0.54361,0.33591,0.83953,0.0098119,0.0098119,0.0098119
21,758.646,0.46809,0.32455,0.84384,0.964,0.96891,0.99195,0.89422,0.5315,0.32801,0.82496,0.009802,0.009802,0.009802
22,794.496,0.46701,0.32013,0.84384,0.95408,0.96382,0.98947,0.88182,0.51761,0.34091,0.8274,0.0097921,0.0097921,0.0097921
23,830.23,0.46356,0.31611,0.84028,0.94123,0.95395,0.98368,0.87631,0.50762,0.3574,0.82269,0.0097822,0.0097822,0.0097822
24,866.239,0.45592,0.31267,0.83928,0.94,0.95395,0.98123,0.88032,0.50809,0.35447,0.81991,0.0097723,0.0097723,0.0097723
25,901.584,0.45211,0.31479,0.83768,0.93882,0.95903,0.98613,0.88243,0.49066,0.3383,0.81814,0.0097624,0.0097624,0.0097624
26,936.365,0.45346,0.31296,0.83878,0.95118,0.96138,0.98792,0.89134,0.48637,0.3334,0.81855,0.0097525,0.0097525,0.0097525
27,970.904,0.44676,0.30373,0.83241,0.9687,0.93421,0.98625,0.89124,0.47662,0.33581,0.80933,0.0097426,0.0097426,0.0097426
28,1006.28,0.4471,0.30733,0.83499,0.96648,0.95724,0.98486,0.88134,0.5205,0.34102,0.82297,0.0097327,0.0097327,0.0097327
29,1041.81,0.43998,0.29842,0.83446,0.95555,0.99342,0.98877,0.88553,0.51238,0.29929,0.82,0.0097228,0.0097228,0.0097228
30,1076.62,0.43886,0.29517,0.83233,0.96561,0.96382,0.98603,0.88698,0.50236,0.30889,0.81636,0.0097129,0.0097129,0.0097129
31,1111.8,0.43585,0.2926,0.83078,0.98118,0.97697,0.99118,0.88834,0.49691,0.29013,0.82035,0.009703,0.009703,0.009703
32,1146.94,0.43123,0.29288,0.83079,0.95057,0.97697,0.98629,0.89586,0.49251,0.32822,0.81563,0.0096931,0.0096931,0.0096931
33,1182.08,0.43436,0.29323,0.83189,0.96333,0.95395,0.98564,0.89003,0.47683,0.30819,0.80781,0.0096832,0.0096832,0.0096832
34,1217.43,0.43111,0.29111,0.83157,0.97597,0.96711,0.99076,0.89684,0.51383,0.30079,0.82571,0.0096733,0.0096733,0.0096733
35,1253.11,0.42528,0.2864,0.82824,0.95802,0.9758,0.9906,0.89826,0.48545,0.29978,0.81352,0.0096634,0.0096634,0.0096634
36,1288.67,0.42625,0.28711,0.82924,0.9721,0.97039,0.99247,0.90075,0.47824,0.29262,0.80955,0.0096535,0.0096535,0.0096535
37,1323.98,0.42411,0.28563,0.83033,0.95653,0.97697,0.98997,0.89775,0.47461,0.29623,0.81152,0.0096436,0.0096436,0.0096436
38,1359.09,0.42209,0.28435,0.82806,0.97581,0.96382,0.98731,0.8969,0.49705,0.29725,0.81869,0.0096337,0.0096337,0.0096337
39,1394.68,0.41977,0.2831,0.82776,0.96622,0.98684,0.98903,0.90449,0.48034,0.28231,0.81283,0.0096238,0.0096238,0.0096238
40,1430.49,0.41504,0.27309,0.82452,0.97911,0.96053,0.98623,0.89606,0.47715,0.294,0.81263,0.0096139,0.0096139,0.0096139
41,1465.86,0.40983,0.27469,0.82563,0.96809,0.97368,0.98886,0.8975,0.4703,0.28913,0.8116,0.009604,0.009604,0.009604
42,1501.48,0.41203,0.27731,0.82675,0.95313,0.96053,0.98492,0.90498,0.46551,0.31034,0.80613,0.0095941,0.0095941,0.0095941
