epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,109.614,0.76322,1.33929,0.97091,0.9005,0.95395,0.97559,0.78421,0.78361,0.49798,0.92803,0.00333136,0.00333136,0.00333136
2,216.748,0.72232,0.63069,0.95114,0.82475,0.85197,0.91392,0.73701,0.79178,0.79456,0.94091,0.0066581,0.0066581,0.0066581
3,321.695,0.77552,0.6528,0.9773,0.91023,0.90052,0.96412,0.78422,0.75311,0.54589,0.9226,0.00997823,0.00997823,0.00997823
4,422.061,0.76746,0.60015,0.97094,0.93575,0.91776,0.95951,0.78372,0.74934,0.54185,0.92295,0.0099703,0.0099703,0.0099703
5,522.795,0.70446,0.54007,0.94082,0.92465,0.84767,0.96062,0.81243,0.67824,0.52276,0.89919,0.0099604,0.0099604,0.0099604
6,622.405,0.66513,0.50827,0.92588,0.92702,0.96105,0.98037,0.82617,0.67468,0.45353,0.90115,0.0099505,0.0099505,0.0099505
7,724.957,0.62713,0.4665,0.9099,0.94751,0.95016,0.98186,0.8256,0.68112,0.42478,0.89758,0.0099406,0.0099406,0.0099406
8,830.111,0.60462,0.43573,0.90359,0.92249,0.96053,0.97642,0.83235,0.6537,0.45051,0.89346,0.0099307,0.0099307,0.0099307
9,933.956,0.59124,0.41415,0.89816,0.95061,0.94962,0.97969,0.82951,0.67993,0.42059,0.88422,0.0099208,0.0099208,0.0099208
10,1035.61,0.57379,0.39774,0.88738,0.93105,0.93277,0.97788,0.83097,0.6442,0.43539,0.8775,0.0099109,0.0099109,0.0099109
11,1135.47,0.55705,0.39052,0.884,0.95645,0.93923,0.97819,0.85143,0.58559,0.38889,0.84842,0.009901,0.009901,0.009901
12,1239.76,0.55721,0.39125,0.87968,0.95241,0.92159,0.97089,0.84301,0.60056,0.4429,0.86025,0.0098911,0.0098911,0.0098911
13,1344.22,0.54042,0.38036,0.8765,0.95331,0.94026,0.98018,0.86425,0.57277,0.4084,0.84604,0.0098812,0.0098812,0.0098812
14,1445.05,0.52693,0.36056,0.87279,0.95242,0.95395,0.98747,0.86566,0.57431,0.4039,0.84729,0.0098713,0.0098713,0.0098713
15,1547.88,0.51981,0.35001,0.86633,0.97266,0.93609,0.98293,0.86222,0.57361,0.37947,0.84249,0.0098614,0.0098614,0.0098614
16,1652.05,0.51584,0.34964,0.86732,0.93982,0.97039,0.98079,0.86364,0.60284,0.39205,0.85805,0.0098515,0.0098515,0.0098515
17,1756.89,0.50781,0.34803,0.86453,0.93943,0.96941,0.98585,0.85992,0.60903,0.37374,0.86199,0.0098416,0.0098416,0.0098416
18,1860.06,0.49453,0.33954,0.85937,0.94836,0.96661,0.98441,0.87376,0.54232,0.35363,0.8353,0.0098317,0.0098317,0.0098317
19,1962.32,0.4988,0.34001,0.86264,0.96391,0.96711,0.98532,0.86113,0.57179,0.36754,0.85419,0.0098218,0.0098218,0.0098218
20,2064.7,0.48981,0.33087,0.85424,0.94733,0.92434,0.96797,0.85838,0.5528,0.48298,0.84299,0.0098119,0.0098119,0.0098119
21,2166.61,0.4898,0.33153,0.85821,0.96952,0.96711,0.98806,0.88196,0.54677,0.3495,0.84568,0.009802,0.009802,0.009802
